TP53,CDH1,PIK3CA,GATA3,MAP3K1,KMT2C,ESR1,ARID1A,NCOR1,CBFB,PTEN,MAP2K4,TBX3,FOXA1,KMT2D
0.012573892,0.01036503,0.0094854105,0.007769741,0.0065820375,0.004399252,0.0042898506,0.0038377834,0.0033052128,0.0031709548,0.0031510824,0.0030627355,0.0030555027,0.0029558863,0.0028209935
